cycle,branch,forecastdate,district,candidateA,candidateB,displaystep,description,margin,lite_weight,classic_weight,deluxe_weight,simulations,timestamp
2022,House,9/23/22,TX-6,(unopposed),Jake Ellzey,3,Fundamentals (non-polling factors),-100,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-6,(unopposed),Jake Ellzey,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-6,(unopposed),Jake Ellzey,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-5,Tartisha Hill,Lance Gooden,4,Expert ratings adjusted for national environment,-28.93198,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-5,Tartisha Hill,Lance Gooden,3,Fundamentals (non-polling factors),-28.9032,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-5,Tartisha Hill,Lance Gooden,2,CANTOR (analysis of comparable disticts),-28.66056,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-5,Tartisha Hill,Lance Gooden,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-4,Iro Omere,Pat Fallon,4,Expert ratings adjusted for national environment,-34.81637,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-4,Iro Omere,Pat Fallon,3,Fundamentals (non-polling factors),-35.40146,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-4,Iro Omere,Pat Fallon,2,CANTOR (analysis of comparable disticts),-31.45974,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-4,Iro Omere,Pat Fallon,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-38,Duncan F. Klussmann,Wesley Hunt,4,Expert ratings adjusted for national environment,-24.77711,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-38,Duncan F. Klussmann,Wesley Hunt,3,Fundamentals (non-polling factors),-24.3616,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-38,Duncan F. Klussmann,Wesley Hunt,2,CANTOR (analysis of comparable disticts),-21.01328,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-38,Duncan F. Klussmann,Wesley Hunt,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-37,Lloyd Doggett,Jenny Garcia Sharon,4,Expert ratings adjusted for national environment,40.21328,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-37,Lloyd Doggett,Jenny Garcia Sharon,3,Fundamentals (non-polling factors),39.75096,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-37,Lloyd Doggett,Jenny Garcia Sharon,2,CANTOR (analysis of comparable disticts),41.96751,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-37,Lloyd Doggett,Jenny Garcia Sharon,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-36,Jon Haire,Brian Babin,4,Expert ratings adjusted for national environment,-41.10845,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-36,Jon Haire,Brian Babin,3,Fundamentals (non-polling factors),-42.24347,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-36,Jon Haire,Brian Babin,2,CANTOR (analysis of comparable disticts),-33.56717,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-36,Jon Haire,Brian Babin,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-35,Greg Casar,Dan McQueen,4,Expert ratings adjusted for national environment,40.4561,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-35,Greg Casar,Dan McQueen,3,Fundamentals (non-polling factors),41.47161,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-35,Greg Casar,Dan McQueen,2,CANTOR (analysis of comparable disticts),29.94003,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-35,Greg Casar,Dan McQueen,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-34,Vicente Gonzalez,Mayra Flores,4,Expert ratings adjusted for national environment,6.928474,0,0,1.088925,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-34,Vicente Gonzalez,Mayra Flores,3,Fundamentals (non-polling factors),10.65573,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-34,Vicente Gonzalez,Mayra Flores,2,CANTOR (analysis of comparable disticts),9.800795,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-34,Vicente Gonzalez,Mayra Flores,1,Polls adjusted for house effects & other factors,5.677151,.7442334,.7442334,.7442334,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-33,Marc Veasey,Patrick David Gillespie,4,Expert ratings adjusted for national environment,44.08745,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-33,Marc Veasey,Patrick David Gillespie,3,Fundamentals (non-polling factors),43.90706,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-33,Marc Veasey,Patrick David Gillespie,2,CANTOR (analysis of comparable disticts),43.57629,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-33,Marc Veasey,Patrick David Gillespie,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-32,Colin Allred,Antonio Swad,4,Expert ratings adjusted for national environment,24.56591,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-32,Colin Allred,Antonio Swad,3,Fundamentals (non-polling factors),22.45399,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-32,Colin Allred,Antonio Swad,2,CANTOR (analysis of comparable disticts),28.5435,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-32,Colin Allred,Antonio Swad,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-3,Sandeep Srivastava,Keith Self,4,Expert ratings adjusted for national environment,-23.18108,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-3,Sandeep Srivastava,Keith Self,3,Fundamentals (non-polling factors),-21.87082,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-3,Sandeep Srivastava,Keith Self,2,CANTOR (analysis of comparable disticts),-18.67185,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-3,Sandeep Srivastava,Keith Self,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-31,(unopposed),John Carter,4,Expert ratings adjusted for national environment,17.90734,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-31,(unopposed),John Carter,3,Fundamentals (non-polling factors),-100,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-31,(unopposed),John Carter,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-31,(unopposed),John Carter,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-30,Jasmine Crockett,James Rodgers,4,Expert ratings adjusted for national environment,50.1708,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-30,Jasmine Crockett,James Rodgers,3,Fundamentals (non-polling factors),51.17527,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-30,Jasmine Crockett,James Rodgers,2,CANTOR (analysis of comparable disticts),39.84834,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-30,Jasmine Crockett,James Rodgers,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-29,Sylvia Garcia,Robert Schafranek,4,Expert ratings adjusted for national environment,40.32829,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-29,Sylvia Garcia,Robert Schafranek,3,Fundamentals (non-polling factors),40.34197,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-29,Sylvia Garcia,Robert Schafranek,2,CANTOR (analysis of comparable disticts),38.13152,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-29,Sylvia Garcia,Robert Schafranek,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-28,Henry Cuellar,Cassy Garcia,4,Expert ratings adjusted for national environment,4.689523,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-28,Henry Cuellar,Cassy Garcia,3,Fundamentals (non-polling factors),6.717741,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-28,Henry Cuellar,Cassy Garcia,2,CANTOR (analysis of comparable disticts),15.31784,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-28,Henry Cuellar,Cassy Garcia,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-27,Maclovio Perez Jr.,Michael Cloud,4,Expert ratings adjusted for national environment,-33.80559,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-27,Maclovio Perez Jr.,Michael Cloud,3,Fundamentals (non-polling factors),-34.66179,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-27,Maclovio Perez Jr.,Michael Cloud,2,CANTOR (analysis of comparable disticts),-28.04447,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-27,Maclovio Perez Jr.,Michael Cloud,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-26,Mike Kolls,Michael C. Burgess,4,Expert ratings adjusted for national environment,-66.04645,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-26,Mike Kolls,Michael C. Burgess,3,Fundamentals (non-polling factors),-66.04645,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-26,Mike Kolls,Michael C. Burgess,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-26,Mike Kolls,Michael C. Burgess,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-25,(unopposed),Roger Williams,4,Expert ratings adjusted for national environment,17.90734,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-25,(unopposed),Roger Williams,3,Fundamentals (non-polling factors),-100,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-25,(unopposed),Roger Williams,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-25,(unopposed),Roger Williams,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-24,Jan McDowell,Beth Van Duyne,4,Expert ratings adjusted for national environment,-23.22427,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-24,Jan McDowell,Beth Van Duyne,3,Fundamentals (non-polling factors),-11.59462,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-24,Jan McDowell,Beth Van Duyne,2,CANTOR (analysis of comparable disticts),-26.06732,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-24,Jan McDowell,Beth Van Duyne,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-23,John Lira,Tony Gonzales,4,Expert ratings adjusted for national environment,-23.64493,0,0,1.066969,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-23,John Lira,Tony Gonzales,3,Fundamentals (non-polling factors),-8.00224,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-23,John Lira,Tony Gonzales,2,CANTOR (analysis of comparable disticts),-10.69512,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-23,John Lira,Tony Gonzales,1,Polls adjusted for house effects & other factors,-19.896,.7002122,.7002122,.7002122,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-22,Jamie Kaye Jordan,Troy E. Nehls,4,Expert ratings adjusted for national environment,-26.37436,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-22,Jamie Kaye Jordan,Troy E. Nehls,3,Fundamentals (non-polling factors),-25.84653,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-22,Jamie Kaye Jordan,Troy E. Nehls,2,CANTOR (analysis of comparable disticts),-27.33663,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-22,Jamie Kaye Jordan,Troy E. Nehls,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-2,Robin Fulford,Dan Crenshaw,4,Expert ratings adjusted for national environment,-27.58159,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-2,Robin Fulford,Dan Crenshaw,3,Fundamentals (non-polling factors),-26.85747,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-2,Robin Fulford,Dan Crenshaw,2,CANTOR (analysis of comparable disticts),-31.85755,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-2,Robin Fulford,Dan Crenshaw,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-21,Claudia Andreana Zapata,Chip Roy,4,Expert ratings adjusted for national environment,-23.24248,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-21,Claudia Andreana Zapata,Chip Roy,3,Fundamentals (non-polling factors),-20.86841,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-21,Claudia Andreana Zapata,Chip Roy,2,CANTOR (analysis of comparable disticts),-28.06207,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-21,Claudia Andreana Zapata,Chip Roy,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-20,Joaquin Castro,Kyle Sinclair,4,Expert ratings adjusted for national environment,28.35467,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-20,Joaquin Castro,Kyle Sinclair,3,Fundamentals (non-polling factors),27.4735,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-20,Joaquin Castro,Kyle Sinclair,2,CANTOR (analysis of comparable disticts),30.36759,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-20,Joaquin Castro,Kyle Sinclair,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-19,Nathan Lewis,Jodey C. Arrington,4,Expert ratings adjusted for national environment,-75.74672,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-19,Nathan Lewis,Jodey C. Arrington,3,Fundamentals (non-polling factors),-75.74672,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-19,Nathan Lewis,Jodey C. Arrington,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-19,Nathan Lewis,Jodey C. Arrington,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-18,Sheila Jackson Lee,Carmen Maria Montiel,4,Expert ratings adjusted for national environment,43.04874,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-18,Sheila Jackson Lee,Carmen Maria Montiel,3,Fundamentals (non-polling factors),42.85043,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-18,Sheila Jackson Lee,Carmen Maria Montiel,2,CANTOR (analysis of comparable disticts),42.67316,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-18,Sheila Jackson Lee,Carmen Maria Montiel,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-17,Mary Jo Woods,Pete Sessions,4,Expert ratings adjusted for national environment,-29.02099,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-17,Mary Jo Woods,Pete Sessions,3,Fundamentals (non-polling factors),-29.10419,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-17,Mary Jo Woods,Pete Sessions,2,CANTOR (analysis of comparable disticts),-27.88317,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-17,Mary Jo Woods,Pete Sessions,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-16,Veronica Escobar,Irene Armendariz-Jackson,4,Expert ratings adjusted for national environment,32.3261,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-16,Veronica Escobar,Irene Armendariz-Jackson,3,Fundamentals (non-polling factors),31.63466,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-16,Veronica Escobar,Irene Armendariz-Jackson,2,CANTOR (analysis of comparable disticts),35.04568,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-16,Veronica Escobar,Irene Armendariz-Jackson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-15,Michelle Vallejo,Monica De La Cruz,4,Expert ratings adjusted for national environment,-8.29272,0,0,1.087101,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-15,Michelle Vallejo,Monica De La Cruz,3,Fundamentals (non-polling factors),5.099152,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-15,Michelle Vallejo,Monica De La Cruz,2,CANTOR (analysis of comparable disticts),.8149728,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-15,Michelle Vallejo,Monica De La Cruz,1,Polls adjusted for house effects & other factors,-2.555492,.7405781,.7405781,.7405781,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-14,Mikal Williams,Randy Weber,4,Expert ratings adjusted for national environment,-36.3143,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-14,Mikal Williams,Randy Weber,3,Fundamentals (non-polling factors),-36.82544,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-14,Mikal Williams,Randy Weber,2,CANTOR (analysis of comparable disticts),-33.73088,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-14,Mikal Williams,Randy Weber,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-13,Kathleen Brown,Ronny Jackson,4,Expert ratings adjusted for national environment,-43.76588,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-13,Kathleen Brown,Ronny Jackson,3,Fundamentals (non-polling factors),-44.50114,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-13,Kathleen Brown,Ronny Jackson,2,CANTOR (analysis of comparable disticts),-39.58816,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-13,Kathleen Brown,Ronny Jackson,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-12,Trey J. Hunt,Kay Granger,4,Expert ratings adjusted for national environment,-30.56451,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-12,Trey J. Hunt,Kay Granger,3,Fundamentals (non-polling factors),-30.87791,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-12,Trey J. Hunt,Kay Granger,2,CANTOR (analysis of comparable disticts),-28.38559,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-12,Trey J. Hunt,Kay Granger,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-1,Jrmar “JJ” Jefferson,Nathaniel Moran,4,Expert ratings adjusted for national environment,-50.55319,0,0,.7177314,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-1,Jrmar “JJ” Jefferson,Nathaniel Moran,3,Fundamentals (non-polling factors),-52.74099,0,1.284435,1.284435,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-1,Jrmar “JJ” Jefferson,Nathaniel Moran,2,CANTOR (analysis of comparable disticts),-34.34052,.8358126,.1545999,.1545999,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-1,Jrmar “JJ” Jefferson,Nathaniel Moran,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-11,(unopposed),August Pfluger,4,Expert ratings adjusted for national environment,17.90734,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-11,(unopposed),August Pfluger,3,Fundamentals (non-polling factors),-100,1.439034,1.439034,1.439034,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-11,(unopposed),August Pfluger,2,CANTOR (analysis of comparable disticts),,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-11,(unopposed),August Pfluger,1,Polls adjusted for house effects & other factors,,0,0,0,40000,15:23:21 23 Sep 2022
2022,House,9/23/22,TX-10,Linda Nuno,Michael McCaul,4,Expert ratings adjusted for national environment,-25.30916,0,0,.7177314,40000,15:23:21 23 Sep 2022
